Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,727631,-,-,-,39.05,-95.66,-6,272,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Surface Albedo,Temperature
2015,2,28,19,0,0,0,0,0,0,0,99.71000000000001,0.8669000267982483,-6
2015,2,28,19,30,0,0,0,0,0,0,105.53,0.8669000267982483,-6
2015,2,28,20,0,0,0,0,0,0,0,111.32000000000001,0.8669000267982483,-7
2015,2,28,20,30,0,0,0,0,0,0,117.05,0.8669000267982483,-7
2015,2,28,21,0,0,0,0,0,0,0,122.66,0.8669000267982483,-7
2015,2,28,21,30,0,0,0,0,0,0,128.08,0.8669000267982483,-6
2015,2,28,22,0,0,0,0,0,0,0,133.21,0.8669000267982483,-6
2015,2,28,22,30,0,0,0,0,0,0,137.94,0.8669000267982483,-6
2015,2,28,23,0,0,0,0,0,0,0,142.08,0.8669000267982483,-6
2015,2,28,23,30,0,0,0,0,0,0,145.41,0.8669000267982483,-6
2015,3,1,0,0,0,0,0,0,0,0,147.67000000000002,0.8669000267982483,-6
2015,3,1,0,30,0,0,0,0,0,0,148.62,0.8669000267982483,-6
2015,3,1,1,0,0,0,0,0,0,0,148.13,0.8669000267982483,-7
2015,3,1,1,30,0,0,0,0,0,0,146.27,0.8669000267982483,-7
2015,3,1,2,0,0,0,0,0,0,0,143.26,0.8669000267982483,-7
2015,3,1,2,30,0,0,0,0,0,0,139.35,0.8669000267982483,-7
2015,3,1,3,0,0,0,0,0,0,0,134.79,0.8669000267982483,-7
2015,3,1,3,30,0,0,0,0,0,0,129.77,0.8669000267982483,-7
2015,3,1,4,0,0,0,0,0,0,0,124.43,0.8669000267982483,-7
2015,3,1,4,30,0,0,0,0,0,0,118.87,0.8669000267982483,-7
2015,3,1,5,0,0,0,0,0,0,0,113.17,0.8669000267982483,-7
2015,3,1,5,30,0,0,0,0,0,0,107.38,0.8669000267982483,-7
2015,3,1,6,0,0,0,0,0,0,0,101.56,0.8669000267982483,-7
2015,3,1,6,30,0,0,0,0,0,0,95.74000000000001,0.8669000267982483,-6
2015,3,1,7,0,0,0,0,0,0,0,89.95,0.8669000267982483,-6
2015,3,1,7,30,10,0,10,47,117,58,84.26,0.8669000267982483,-5
2015,3,1,8,0,73,50,83,94,284,150,78.69,0.8669000267982483,-4
2015,3,1,8,30,112,193,167,132,409,250,73.29,0.8669000267982483,-3
2015,3,1,9,0,162,502,350,162,502,350,68.13,0.8669000267982483,-2
2015,3,1,9,30,187,572,444,187,572,444,63.27,0.8669000267982483,-1
2015,3,1,10,0,227,246,354,199,641,532,58.81,0.8669000267982483,-1
2015,3,1,10,30,265,199,380,214,679,606,54.85,0.8669000267982483,0
2015,3,1,11,0,274,321,473,210,737,669,51.51,0.8669000267982483,0
2015,3,1,11,30,307,256,475,217,755,714,48.94,0.8669000267982483,0
2015,3,1,12,0,280,421,566,222,767,742,47.25,0.8669000267982483,0
2015,3,1,12,30,233,553,613,223,771,754,46.56,0.8669000267982483,0
2015,3,1,13,0,220,585,620,213,786,750,46.9,0.8669000267982483,1
2015,3,1,13,30,207,597,605,209,777,727,48.25,0.8669000267982483,1
2015,3,1,14,0,188,612,578,193,780,689,50.53,0.8669000267982483,1
2015,3,1,14,30,175,595,529,184,758,634,53.620000000000005,0.8669000267982483,0
2015,3,1,15,0,217,365,414,164,745,566,57.38,0.8669000267982483,0
2015,3,1,15,30,150,521,398,151,703,485,61.68,0.8669000267982483,0
2015,3,1,16,0,158,286,273,128,665,395,66.41,0.8669000267982483,0
2015,3,1,16,30,109,586,296,109,586,296,71.47,0.8669000267982483,0
2015,3,1,17,0,82,494,196,82,494,196,76.79,0.8669000267982483,0
2015,3,1,17,30,54,329,98,54,329,98,82.3,0.8669000267982483,0
2015,3,1,18,0,16,97,19,16,97,19,87.96000000000001,0.14767999947071075,-1
2015,3,1,18,30,0,0,0,0,0,0,93.71000000000001,0.14767999947071075,0
2015,3,1,19,0,0,0,0,0,0,0,99.51,0.14767999947071075,0
2015,3,1,19,30,0,0,0,0,0,0,105.33,0.14767999947071075,0
2015,3,1,20,0,0,0,0,0,0,0,111.12,0.14767999947071075,0
2015,3,1,20,30,0,0,0,0,0,0,116.84,0.14767999947071075,0
2015,3,1,21,0,0,0,0,0,0,0,122.44,0.14767999947071075,-1
2015,3,1,21,30,0,0,0,0,0,0,127.84,0.14767999947071075,-1
2015,3,1,22,0,0,0,0,0,0,0,132.96,0.14767999947071075,-2
2015,3,1,22,30,0,0,0,0,0,0,137.66,0.14767999947071075,-2
2015,3,1,23,0,0,0,0,0,0,0,141.77,0.14767999947071075,-3
2015,3,1,23,30,0,0,0,0,0,0,145.08,0.14767999947071075,-3
2015,3,2,0,0,0,0,0,0,0,0,147.31,0.14767999947071075,-3
2015,3,2,0,30,0,0,0,0,0,0,148.24,0.14767999947071075,-3
2015,3,2,1,0,0,0,0,0,0,0,147.75,0.14767999947071075,-4
2015,3,2,1,30,0,0,0,0,0,0,145.9,0.14767999947071075,-4
2015,3,2,2,0,0,0,0,0,0,0,142.9,0.14767999947071075,-4
2015,3,2,2,30,0,0,0,0,0,0,139.01,0.14767999947071075,-4
2015,3,2,3,0,0,0,0,0,0,0,134.47,0.14767999947071075,-5
2015,3,2,3,30,0,0,0,0,0,0,129.47,0.14767999947071075,-5
2015,3,2,4,0,0,0,0,0,0,0,124.14,0.14767999947071075,-5
2015,3,2,4,30,0,0,0,0,0,0,118.59,0.14767999947071075,-5
2015,3,2,5,0,0,0,0,0,0,0,112.89,0.14767999947071075,-5
2015,3,2,5,30,0,0,0,0,0,0,107.11,0.14767999947071075,-5
2015,3,2,6,0,0,0,0,0,0,0,101.28,0.14767999947071075,-5
2015,3,2,6,30,0,0,0,0,0,0,95.46000000000001,0.14767999947071075,-4
2015,3,2,7,0,0,0,0,0,0,0,89.67,0.14767999947071075,-4
2015,3,2,7,30,36,113,48,36,328,71,83.97,0.14767999947071075,-3
2015,3,2,8,0,73,180,110,57,523,162,78.4,0.14767999947071075,-2
2015,3,2,8,30,100,346,201,72,645,261,72.99,0.14767999947071075,-1
2015,3,2,9,0,151,247,245,83,726,358,67.81,0.14767999947071075,0
2015,3,2,9,30,167,396,348,92,784,448,62.940000000000005,0.14767999947071075,1
2015,3,2,10,0,206,375,403,98,824,530,58.47,0.14767999947071075,2
2015,3,2,10,30,260,263,413,103,854,600,54.49,0.14767999947071075,2
2015,3,2,11,0,249,429,519,107,877,657,51.14,0.14767999947071075,2
2015,3,2,11,30,292,340,518,110,891,700,48.56,0.14767999947071075,2
2015,3,2,12,0,312,309,524,123,876,722,46.87,0.14767999947071075,3
2015,3,2,12,30,300,379,563,124,879,733,46.18,0.14767999947071075,3
2015,3,2,13,0,288,418,576,120,884,728,46.53,0.14767999947071075,3
2015,3,2,13,30,304,314,514,118,875,705,47.89,0.14767999947071075,3
2015,3,2,14,0,298,245,455,117,857,666,50.19,0.14767999947071075,3
2015,3,2,14,30,278,197,396,113,835,613,53.300000000000004,0.14767999947071075,2
2015,3,2,15,0,248,131,320,115,787,543,57.08,0.14767999947071075,2
2015,3,2,15,30,208,219,313,108,746,465,61.410000000000004,0.14767999947071075,1
2015,3,2,16,0,171,102,213,102,679,376,66.15,0.14767999947071075,1
2015,3,2,16,30,131,98,163,89,601,283,71.23,0.14767999947071075,0
2015,3,2,17,0,86,34,94,73,486,186,76.57000000000001,0.14767999947071075,0
2015,3,2,17,30,47,5,48,50,322,94,82.09,0.14767999947071075,0
2015,3,2,18,0,10,0,10,17,82,20,87.75,0.14767999947071075,0
2015,3,2,18,30,0,0,0,0,0,0,93.51,0.14767999947071075,0
2015,3,2,19,0,0,0,0,0,0,0,99.31,0.14767999947071075,0
2015,3,2,19,30,0,0,0,0,0,0,105.13,0.14767999947071075,0
2015,3,2,20,0,0,0,0,0,0,0,110.92,0.14767999947071075,0
2015,3,2,20,30,0,0,0,0,0,0,116.64,0.14767999947071075,0
2015,3,2,21,0,0,0,0,0,0,0,122.22,0.14767999947071075,0
2015,3,2,21,30,0,0,0,0,0,0,127.61,0.14767999947071075,0
2015,3,2,22,0,0,0,0,0,0,0,132.71,0.14767999947071075,0
2015,3,2,22,30,0,0,0,0,0,0,137.38,0.14767999947071075,0
2015,3,2,23,0,0,0,0,0,0,0,141.47,0.14767999947071075,0
2015,3,2,23,30,0,0,0,0,0,0,144.74,0.14767999947071075,0
2015,3,3,0,0,0,0,0,0,0,0,146.95000000000002,0.14767999947071075,0
2015,3,3,0,30,0,0,0,0,0,0,147.86,0.14767999947071075,0
2015,3,3,1,0,0,0,0,0,0,0,147.36,0.14767999947071075,0
2015,3,3,1,30,0,0,0,0,0,0,145.52,0.14767999947071075,0
2015,3,3,2,0,0,0,0,0,0,0,142.54,0.14767999947071075,0
2015,3,3,2,30,0,0,0,0,0,0,138.67000000000002,0.14767999947071075,0
2015,3,3,3,0,0,0,0,0,0,0,134.15,0.14767999947071075,0
2015,3,3,3,30,0,0,0,0,0,0,129.16,0.14767999947071075,0
2015,3,3,4,0,0,0,0,0,0,0,123.84,0.14767999947071075,0
2015,3,3,4,30,0,0,0,0,0,0,118.3,0.14767999947071075,0
2015,3,3,5,0,0,0,0,0,0,0,112.61,0.14767999947071075,0
2015,3,3,5,30,0,0,0,0,0,0,106.83,0.14767999947071075,0
2015,3,3,6,0,0,0,0,0,0,0,101.01,0.14767999947071075,1
2015,3,3,6,30,0,0,0,0,0,0,95.18,0.14767999947071075,1
2015,3,3,7,0,0,0,0,0,0,0,89.39,0.14767999947071075,1
2015,3,3,7,30,37,12,39,39,311,73,83.69,0.14767999947071075,1
2015,3,3,8,0,77,56,89,56,534,166,78.10000000000001,0.14767999947071075,2
2015,3,3,8,30,120,113,154,70,653,264,72.68,0.14767999947071075,3
2015,3,3,9,0,155,54,176,76,752,364,67.5,0.14767999947071075,4
2015,3,3,9,30,202,168,280,83,808,455,62.61,0.14767999947071075,5
2015,3,3,10,0,93,0,93,91,845,537,58.120000000000005,0.14767999947071075,7
2015,3,3,10,30,196,9,202,95,875,608,54.13,0.14767999947071075,7
2015,3,3,11,0,275,53,309,101,892,665,50.77,0.14767999947071075,7
2015,3,3,11,30,248,20,262,103,908,709,48.18,0.14767999947071075,6
2015,3,3,12,0,267,25,284,111,904,734,46.480000000000004,0.14767999947071075,6
2015,3,3,12,30,275,27,294,112,908,746,45.79,0.14767999947071075,5
2015,3,3,13,0,297,43,327,127,876,734,46.15,0.14767999947071075,5
2015,3,3,13,30,312,77,364,126,869,713,47.54,0.14767999947071075,4
2015,3,3,14,0,288,64,330,135,828,670,49.86,0.14767999947071075,4
2015,3,3,14,30,263,59,299,131,807,617,52.99,0.14767999947071075,3
2015,3,3,15,0,245,85,291,130,765,549,56.79,0.14767999947071075,3
2015,3,3,15,30,179,19,189,122,724,471,61.14,0.14767999947071075,2
2015,3,3,16,0,158,30,171,108,680,385,65.9,0.14767999947071075,2
2015,3,3,16,30,84,0,84,94,603,291,71.0,0.14767999947071075,1
2015,3,3,17,0,87,24,92,73,519,195,76.34,0.14767999947071075,1
2015,3,3,17,30,47,0,47,50,357,101,81.88,0.14767999947071075,0
2015,3,3,18,0,12,0,12,19,135,25,87.54,0.8669000267982483,0
2015,3,3,18,30,0,0,0,0,0,0,93.31,0.8669000267982483,0
2015,3,3,19,0,0,0,0,0,0,0,99.11,0.8669000267982483,-1
2015,3,3,19,30,0,0,0,0,0,0,104.93,0.8669000267982483,-1
2015,3,3,20,0,0,0,0,0,0,0,110.72,0.8669000267982483,-1
2015,3,3,20,30,0,0,0,0,0,0,116.43,0.8669000267982483,-1
2015,3,3,21,0,0,0,0,0,0,0,122.0,0.8669000267982483,-1
2015,3,3,21,30,0,0,0,0,0,0,127.38000000000001,0.8669000267982483,-1
2015,3,3,22,0,0,0,0,0,0,0,132.45,0.8669000267982483,-2
2015,3,3,22,30,0,0,0,0,0,0,137.1,0.8669000267982483,-2
2015,3,3,23,0,0,0,0,0,0,0,141.16,0.8669000267982483,-2
2015,3,3,23,30,0,0,0,0,0,0,144.4,0.8669000267982483,-2
2015,3,4,0,0,0,0,0,0,0,0,146.58,0.8669000267982483,-3
2015,3,4,0,30,0,0,0,0,0,0,147.47,0.8669000267982483,-3
2015,3,4,1,0,0,0,0,0,0,0,146.97,0.8669000267982483,-4
2015,3,4,1,30,0,0,0,0,0,0,145.14000000000001,0.8669000267982483,-4
2015,3,4,2,0,0,0,0,0,0,0,142.18,0.8669000267982483,-4
2015,3,4,2,30,0,0,0,0,0,0,138.32,0.8669000267982483,-4
2015,3,4,3,0,0,0,0,0,0,0,133.82,0.8669000267982483,-5
2015,3,4,3,30,0,0,0,0,0,0,128.84,0.8669000267982483,-5
2015,3,4,4,0,0,0,0,0,0,0,123.54,0.8669000267982483,-5
2015,3,4,4,30,0,0,0,0,0,0,118.01,0.8669000267982483,-5
2015,3,4,5,0,0,0,0,0,0,0,112.32000000000001,0.8669000267982483,-6
2015,3,4,5,30,0,0,0,0,0,0,106.55,0.8669000267982483,-6
2015,3,4,6,0,0,0,0,0,0,0,100.73,0.8669000267982483,-6
2015,3,4,6,30,0,0,0,0,0,0,94.9,0.8669000267982483,-6
2015,3,4,7,0,0,0,0,0,0,0,89.11,0.8669000267982483,-6
2015,3,4,7,30,39,171,59,41,384,85,83.4,0.8669000267982483,-5
2015,3,4,8,0,70,0,70,64,565,184,77.8,0.8669000267982483,-5
2015,3,4,8,30,104,350,210,82,684,289,72.38,0.8669000267982483,-4
2015,3,4,9,0,153,340,285,94,771,393,67.18,0.8669000267982483,-4
2015,3,4,9,30,204,157,277,105,829,491,62.28,0.8669000267982483,-3
2015,3,4,10,0,229,283,381,110,884,581,57.78,0.8669000267982483,-2
2015,3,4,10,30,262,285,431,117,915,658,53.77,0.8669000267982483,-1
2015,3,4,11,0,294,279,473,118,946,721,50.4,0.8669000267982483,-1
2015,3,4,11,30,144,772,663,123,960,768,47.79,0.8669000267982483,0
2015,3,4,12,0,120,855,713,131,959,796,46.1,0.8669000267982483,0
2015,3,4,12,30,319,329,550,132,962,807,45.410000000000004,0.8669000267982483,0
2015,3,4,13,0,128,837,712,132,959,801,45.78,0.8669000267982483,0
2015,3,4,13,30,221,577,613,130,952,777,47.18,0.8669000267982483,0
2015,3,4,14,0,289,320,498,127,939,737,49.52,0.8669000267982483,0
2015,3,4,14,30,284,139,369,122,922,681,52.68,0.8669000267982483,0
2015,3,4,15,0,115,733,520,114,901,611,56.5,0.8669000267982483,0
2015,3,4,15,30,110,677,439,105,868,528,60.86,0.8669000267982483,0
2015,3,4,16,0,104,604,353,93,827,434,65.65,0.8669000267982483,0
2015,3,4,16,30,104,431,246,81,762,332,70.76,0.8669000267982483,0
2015,3,4,17,0,38,0,38,65,672,226,76.12,0.8669000267982483,-1
2015,3,4,17,30,20,0,20,46,516,120,81.66,0.8669000267982483,-2
2015,3,4,18,0,5,0,5,19,238,30,87.34,0.14767999947071075,-4
2015,3,4,18,30,0,0,0,0,0,0,93.10000000000001,0.14767999947071075,-4
2015,3,4,19,0,0,0,0,0,0,0,98.91,0.14767999947071075,-4
2015,3,4,19,30,0,0,0,0,0,0,104.73,0.14767999947071075,-4
2015,3,4,20,0,0,0,0,0,0,0,110.51,0.14767999947071075,-4
2015,3,4,20,30,0,0,0,0,0,0,116.22,0.14767999947071075,-4
2015,3,4,21,0,0,0,0,0,0,0,121.78,0.14767999947071075,-4
2015,3,4,21,30,0,0,0,0,0,0,127.14,0.14767999947071075,-4
2015,3,4,22,0,0,0,0,0,0,0,132.2,0.14767999947071075,-5
2015,3,4,22,30,0,0,0,0,0,0,136.82,0.14767999947071075,-5
2015,3,4,23,0,0,0,0,0,0,0,140.85,0.14767999947071075,-5
2015,3,4,23,30,0,0,0,0,0,0,144.07,0.14767999947071075,-5
2015,3,5,0,0,0,0,0,0,0,0,146.22,0.14767999947071075,-6
2015,3,5,0,30,0,0,0,0,0,0,147.09,0.14767999947071075,-6
2015,3,5,1,0,0,0,0,0,0,0,146.58,0.14767999947071075,-7
2015,3,5,1,30,0,0,0,0,0,0,144.76,0.14767999947071075,-7
2015,3,5,2,0,0,0,0,0,0,0,141.81,0.14767999947071075,-8
2015,3,5,2,30,0,0,0,0,0,0,137.97,0.14767999947071075,-8
2015,3,5,3,0,0,0,0,0,0,0,133.49,0.14767999947071075,-9
2015,3,5,3,30,0,0,0,0,0,0,128.53,0.14767999947071075,-9
2015,3,5,4,0,0,0,0,0,0,0,123.24000000000001,0.14767999947071075,-10
2015,3,5,4,30,0,0,0,0,0,0,117.71000000000001,0.14767999947071075,-10
2015,3,5,5,0,0,0,0,0,0,0,112.04,0.14767999947071075,-11
2015,3,5,5,30,0,0,0,0,0,0,106.26,0.14767999947071075,-11
2015,3,5,6,0,0,0,0,0,0,0,100.44,0.14767999947071075,-12
2015,3,5,6,30,0,0,0,0,0,0,94.62,0.14767999947071075,-11
2015,3,5,7,0,12,162,15,12,162,15,88.82000000000001,0.14767999947071075,-11
2015,3,5,7,30,35,514,97,35,514,97,83.10000000000001,0.14767999947071075,-10
2015,3,5,8,0,50,690,200,50,690,200,77.5,0.14767999947071075,-9
2015,3,5,8,30,61,796,306,61,796,306,72.07000000000001,0.14767999947071075,-8
2015,3,5,9,0,70,864,409,70,864,409,66.86,0.14767999947071075,-7
2015,3,5,9,30,76,912,505,76,912,505,61.95,0.14767999947071075,-5
2015,3,5,10,0,82,941,589,82,941,589,57.43,0.14767999947071075,-4
2015,3,5,10,30,86,966,662,86,966,662,53.410000000000004,0.14767999947071075,-3
2015,3,5,11,0,91,977,719,91,977,719,50.02,0.14767999947071075,-2
2015,3,5,11,30,93,988,762,93,988,762,47.410000000000004,0.14767999947071075,-1
2015,3,5,12,0,96,991,788,96,991,788,45.71,0.14767999947071075,0
2015,3,5,12,30,96,992,798,96,992,798,45.02,0.14767999947071075,0
2015,3,5,13,0,98,985,789,98,985,789,45.4,0.14767999947071075,1
2015,3,5,13,30,97,977,766,97,977,766,46.82,0.14767999947071075,1
2015,3,5,14,0,96,962,725,96,962,725,49.18,0.14767999947071075,2
2015,3,5,14,30,93,945,670,93,945,670,52.36,0.14767999947071075,2
2015,3,5,15,0,97,899,597,97,899,597,56.21,0.14767999947071075,2
2015,3,5,15,30,91,865,516,91,865,516,60.6,0.14767999947071075,1
2015,3,5,16,0,83,820,425,83,820,425,65.4,0.14767999947071075,1
2015,3,5,16,30,74,751,325,74,751,325,70.53,0.14767999947071075,0
2015,3,5,17,0,61,655,221,61,655,221,75.9,0.14767999947071075,0
2015,3,5,17,30,45,492,118,45,492,118,81.45,0.14767999947071075,-1
2015,3,5,18,0,20,208,31,20,208,31,87.13,0.1520400047302246,-2
2015,3,5,18,30,0,0,0,0,0,0,92.91,0.1520400047302246,-2
2015,3,5,19,0,0,0,0,0,0,0,98.72,0.1520400047302246,-3
2015,3,5,19,30,0,0,0,0,0,0,104.53,0.1520400047302246,-3
2015,3,5,20,0,0,0,0,0,0,0,110.31,0.1520400047302246,-3
2015,3,5,20,30,0,0,0,0,0,0,116.0,0.1520400047302246,-2
2015,3,5,21,0,0,0,0,0,0,0,121.56,0.1520400047302246,-2
2015,3,5,21,30,0,0,0,0,0,0,126.9,0.1520400047302246,-2
2015,3,5,22,0,0,0,0,0,0,0,131.94,0.1520400047302246,-3
2015,3,5,22,30,0,0,0,0,0,0,136.54,0.1520400047302246,-3
2015,3,5,23,0,0,0,0,0,0,0,140.54,0.1520400047302246,-3
2015,3,5,23,30,0,0,0,0,0,0,143.73,0.1520400047302246,-3
2015,3,6,0,0,0,0,0,0,0,0,145.85,0.1520400047302246,-3
2015,3,6,0,30,0,0,0,0,0,0,146.70000000000002,0.1520400047302246,-3
2015,3,6,1,0,0,0,0,0,0,0,146.19,0.1520400047302246,-3
2015,3,6,1,30,0,0,0,0,0,0,144.38,0.1520400047302246,-3
2015,3,6,2,0,0,0,0,0,0,0,141.44,0.1520400047302246,-4
2015,3,6,2,30,0,0,0,0,0,0,137.62,0.1520400047302246,-4
2015,3,6,3,0,0,0,0,0,0,0,133.15,0.1520400047302246,-4
2015,3,6,3,30,0,0,0,0,0,0,128.21,0.1520400047302246,-4
2015,3,6,4,0,0,0,0,0,0,0,122.93,0.1520400047302246,-4
2015,3,6,4,30,0,0,0,0,0,0,117.42,0.1520400047302246,-4
2015,3,6,5,0,0,0,0,0,0,0,111.74000000000001,0.1520400047302246,-4
2015,3,6,5,30,0,0,0,0,0,0,105.97,0.1520400047302246,-4
2015,3,6,6,0,0,0,0,0,0,0,100.16,0.1520400047302246,-4
2015,3,6,6,30,0,0,0,0,0,0,94.33,0.1520400047302246,-3
2015,3,6,7,0,12,95,15,12,95,15,88.53,0.1520400047302246,-3
2015,3,6,7,30,40,399,90,40,399,90,82.81,0.1520400047302246,-1
2015,3,6,8,0,59,574,186,59,574,186,77.2,0.1520400047302246,0
2015,3,6,8,30,73,687,288,73,687,288,71.76,0.1520400047302246,1
2015,3,6,9,0,83,763,387,83,763,387,66.54,0.1520400047302246,3
2015,3,6,9,30,91,817,479,91,817,479,61.61,0.1520400047302246,4
2015,3,6,10,0,94,863,563,94,863,563,57.08,0.1520400047302246,6
2015,3,6,10,30,99,891,635,99,891,635,53.050000000000004,0.1520400047302246,7
2015,3,6,11,0,98,921,695,98,921,695,49.65,0.1520400047302246,9
2015,3,6,11,30,101,934,737,101,934,737,47.02,0.1520400047302246,10
2015,3,6,12,0,95,955,767,95,955,767,45.31,0.1520400047302246,11
2015,3,6,12,30,96,957,777,96,957,777,44.63,0.1520400047302246,12
2015,3,6,13,0,95,956,771,95,956,771,45.02,0.1520400047302246,13
2015,3,6,13,30,94,949,748,94,949,748,46.46,0.1520400047302246,13
2015,3,6,14,0,91,938,708,91,938,708,48.85,0.1520400047302246,13
2015,3,6,14,30,88,920,654,88,920,654,52.050000000000004,0.1520400047302246,13
2015,3,6,15,0,84,897,587,84,897,587,55.92,0.1520400047302246,13
2015,3,6,15,30,79,863,506,79,863,506,60.33,0.1520400047302246,11
2015,3,6,16,0,72,821,417,72,821,417,65.15,0.1520400047302246,10
2015,3,6,16,30,64,756,319,64,756,319,70.29,0.1520400047302246,7
2015,3,6,17,0,53,669,219,53,669,219,75.68,0.1520400047302246,5
2015,3,6,17,30,39,521,119,39,521,119,81.24,0.1520400047302246,3
2015,3,6,18,0,19,271,33,19,271,33,86.93,0.1520400047302246,2
2015,3,6,18,30,0,0,0,0,0,0,92.71000000000001,0.1520400047302246,2
2015,3,6,19,0,0,0,0,0,0,0,98.52,0.1520400047302246,2
2015,3,6,19,30,0,0,0,0,0,0,104.33,0.1520400047302246,2
2015,3,6,20,0,0,0,0,0,0,0,110.11,0.1520400047302246,2
2015,3,6,20,30,0,0,0,0,0,0,115.79,0.1520400047302246,2
2015,3,6,21,0,0,0,0,0,0,0,121.34,0.1520400047302246,2
2015,3,6,21,30,0,0,0,0,0,0,126.66,0.1520400047302246,2
2015,3,6,22,0,0,0,0,0,0,0,131.68,0.1520400047302246,2
2015,3,6,22,30,0,0,0,0,0,0,136.26,0.1520400047302246,1
2015,3,6,23,0,0,0,0,0,0,0,140.23,0.1520400047302246,1
2015,3,6,23,30,0,0,0,0,0,0,143.38,0.1520400047302246,0
2015,3,7,0,0,0,0,0,0,0,0,145.48,0.1520400047302246,0
2015,3,7,0,30,0,0,0,0,0,0,146.32,0.1520400047302246,0
2015,3,7,1,0,0,0,0,0,0,0,145.8,0.1520400047302246,0
2015,3,7,1,30,0,0,0,0,0,0,143.99,0.1520400047302246,0
2015,3,7,2,0,0,0,0,0,0,0,141.07,0.1520400047302246,0
2015,3,7,2,30,0,0,0,0,0,0,137.27,0.1520400047302246,0
2015,3,7,3,0,0,0,0,0,0,0,132.82,0.1520400047302246,0
2015,3,7,3,30,0,0,0,0,0,0,127.89,0.1520400047302246,0
2015,3,7,4,0,0,0,0,0,0,0,122.62,0.1520400047302246,0
2015,3,7,4,30,0,0,0,0,0,0,117.11,0.1520400047302246,0
2015,3,7,5,0,0,0,0,0,0,0,111.45,0.1520400047302246,0
2015,3,7,5,30,0,0,0,0,0,0,105.68,0.1520400047302246,0
2015,3,7,6,0,0,0,0,0,0,0,99.87,0.1520400047302246,-1
2015,3,7,6,30,0,0,0,0,0,0,94.04,0.1520400047302246,0
2015,3,7,7,0,13,150,18,13,150,18,88.24,0.1520400047302246,0
2015,3,7,7,30,37,449,96,37,449,96,82.51,0.1520400047302246,1
2015,3,7,8,0,53,621,194,53,621,194,76.9,0.1520400047302246,3
2015,3,7,8,30,64,727,296,64,727,296,71.44,0.1520400047302246,4
2015,3,7,9,0,73,796,394,73,796,394,66.21000000000001,0.1520400047302246,6
2015,3,7,9,30,79,845,486,79,845,486,61.28,0.1520400047302246,8
2015,3,7,10,0,87,874,567,87,874,567,56.730000000000004,0.1520400047302246,11
2015,3,7,10,30,91,900,636,91,900,636,52.68,0.1520400047302246,12
2015,3,7,11,0,97,911,691,97,911,691,49.27,0.1520400047302246,14
2015,3,7,11,30,99,923,732,99,923,732,46.63,0.1520400047302246,15
2015,3,7,12,0,92,945,762,92,945,762,44.92,0.1520400047302246,16
2015,3,7,12,30,93,947,772,93,947,772,44.24,0.1520400047302246,16
2015,3,7,13,0,93,942,764,93,942,764,44.64,0.1520400047302246,17
2015,3,7,13,30,92,935,741,92,935,741,46.1,0.1520400047302246,17
2015,3,7,14,0,93,917,700,93,917,700,48.51,0.1520400047302246,17
2015,3,7,14,30,90,899,647,90,899,647,51.74,0.1520400047302246,17
2015,3,7,15,0,85,876,580,85,876,580,55.63,0.1520400047302246,17
2015,3,7,15,30,80,843,501,80,843,501,60.06,0.1520400047302246,16
2015,3,7,16,0,74,794,411,74,794,411,64.9,0.1520400047302246,15
2015,3,7,16,30,66,730,315,66,730,315,70.06,0.1520400047302246,13
2015,3,7,17,0,56,631,215,56,631,215,75.46000000000001,0.1520400047302246,11
2015,3,7,17,30,41,484,117,41,484,117,81.03,0.1520400047302246,9
2015,3,7,18,0,19,233,33,19,233,33,86.73,0.1520400047302246,8
2015,3,7,18,30,0,0,0,0,0,0,92.51,0.1520400047302246,7
2015,3,7,19,0,0,0,0,0,0,0,98.32000000000001,0.1520400047302246,6
2015,3,7,19,30,0,0,0,0,0,0,104.13,0.1520400047302246,5
2015,3,7,20,0,0,0,0,0,0,0,109.9,0.1520400047302246,5
2015,3,7,20,30,0,0,0,0,0,0,115.58,0.1520400047302246,4
2015,3,7,21,0,0,0,0,0,0,0,121.11,0.1520400047302246,4
2015,3,7,21,30,0,0,0,0,0,0,126.43,0.1520400047302246,3
